"ts","srcip","dstip","srcport","dstport","proto_type","sbytes","dbytes","flow_bytes","rate","srate","drate","spkts","dpkts","ttl","iat","max_iat","min_iat","total_duration","N_IN_Conn_P_Src_IP","N_IN_Conn_P_Dst_IP","avg_pkt_len","state_con","state_int","state_rst","fin_flag_number","syn_flag_number","psh_flag_number","ack_flag_number","urg_flag_number","ece_flag_number","cwr_flag_number"
"2111",1666817000.00827,"54.230.48.195","192.168.137.5",443,53966,6,2026,140,2166,93.1966449207829,83.8769804287046,9.31966449207829,18,2,247,0.022227,0.045336,0,0.2146,6,2,70,1,0,0,0,0,0,1,0,0,0
"2112",1666817000.0088,"54.230.48.195","192.168.137.5",443,53966,6,2026,3062,5088,97.6144878493204,83.6695610137032,13.9449268356172,18,3,247,0.000532,0.045336,0,0.215132,6,2,1020.66666666667,1,0,0,0,0,0,1,0,0,0
"2113",1666817000.00914,"54.230.48.195","192.168.137.5",443,53966,6,2026,4556,6582,102.100011602274,83.5363731291333,18.5636384731407,18,4,247,0.000343,0.045336,0,0.215475,6,2,1139,1,0,0,0,0,1,1,0,0,0
"2114",1666817000.01199,"54.230.48.195","192.168.137.5",443,53966,6,2026,5753,7779,105.349462488721,82.4474054259554,22.9020570627654,18,5,247,0.002846,0.045336,0,0.218321,6,2,1150.6,1,0,0,0,0,1,1,0,0,0
"2115",1666817000.02693,"192.168.137.5","54.230.48.195",53968,443,6,486,0,486,47.5014250427513,47.5014250427513,0,4,0,64,0.018965,0.06524,0,0.084208,6,2,121.5,1,0,0,0,0,0,1,0,0,0
"2116",1666817000.02693,"192.168.137.5","54.230.48.195",53968,443,6,552,0,552,59.3746660175036,59.3746660175036,0,5,0,64,3e-06,0.06524,0,0.084211,6,2,110.4,1,0,0,0,0,0,1,0,0,0
"2117",1666817000.02695,"192.168.137.5","54.230.48.195",53968,443,6,618,0,618,71.2301445971935,71.2301445971935,0,6,0,64,2.3e-05,0.06524,0,0.084234,6,2,103,1,0,0,0,0,0,1,0,0,0
"2118",1666817000.03019,"192.168.137.5","54.230.48.195",53968,443,6,684,0,684,80.0292678465267,80.0292678465267,0,7,0,64,0.003234,0.06524,0,0.087468,6,2,97.7142857142857,1,0,0,0,0,0,1,0,0,0
"2119",1666817000.03498,"192.168.137.246","192.168.137.85",55443,54514,6,923,419,1342,27.0009018301211,16.2005410980727,10.8003607320484,3,2,64,0.029402,0.109791,0,0.185179,5,7,209.5,1,0,0,0,0,1,1,0,0,0
"2120",1666817000.04018,"173.255.124.25","192.168.137.207",443,52333,6,26942,11154,38096,17.324130143961,8.71301839593331,8.61111174802766,171,169,60,0.089577,0.129722,0,19.625805,1,1,66,1,0,0,0,0,0,1,0,0,0
"2121",1666817000.04409,"54.230.48.195","192.168.137.5",443,53966,6,2026,5819,7845,95.8397559280882,71.8798169460662,23.9599389820221,18,6,247,0.032097,0.045336,0,0.250418,6,2,969.833333333333,1,0,0,0,0,0,1,0,0,0
"2122",1666817000.04429,"192.168.137.5","54.230.48.195",53968,443,6,876,0,876,78.7626389422178,78.7626389422178,0,8,0,64,0.014103,0.06524,0,0.101571,6,2,109.5,1,0,0,0,0,1,1,0,0,0
"2123",1666817000.04462,"54.230.48.195","192.168.137.5",443,53966,6,2026,5936,7962,99.619453686916,71.7260066545795,27.8934470323365,18,7,247,0.000537,0.045336,0,0.250955,6,2,848,1,0,0,0,0,1,1,0,0,0
"2124",1666817000.04462,"54.230.48.195","192.168.137.5",443,53966,6,2026,6071,8097,103.603818996159,71.7257208434945,31.8780981526642,18,8,247,1e-06,0.045336,0,0.250956,6,2,758.875,1,0,0,0,0,1,1,0,0,0
"2125",1666817000.04615,"192.168.137.9","3.141.212.7",60198,443,6,13822,3619,17441,4.93961887876579,3.17175528004961,1.76786359871618,61,34,64,0.048887,0.961966,0,19.232253,2,2,226.590163934426,1,0,0,0,0,0,1,0,0,0
"2126",1666817000.05476,"192.168.137.207","173.255.124.25",52333,443,6,27098,11154,38252,17.3621877619285,8.75746714091406,8.6047206210144,172,169,64,0.014577,0.129722,0,19.640382,1,1,157.546511627907,1,0,0,0,0,1,1,0,0,0
"2127",1666817000.06402,"192.168.137.5","54.230.48.195",53968,443,6,1222,0,1222,74.1955960791749,74.1955960791749,0,9,0,64,0.01973,0.06524,0,0.121301,6,2,135.777777777778,1,0,0,0,0,1,1,0,0,0
"2128",1666817000.07321,"54.230.48.195","192.168.137.5",443,53966,6,2026,6137,8163,96.5858684142747,64.3905789428498,32.1952894714249,18,9,247,0.028588,0.045336,0,0.279544,6,2,681.888888888889,1,0,0,0,0,0,1,0,0,0
"2129",1666817000.07321,"54.230.48.195","192.168.137.5",443,53966,6,2026,6203,8229,100.1627644923,64.3903486021928,35.7724158901071,18,10,247,1e-06,0.045336,0,0.279545,6,2,620.3,1,0,0,0,0,0,1,0,0,0
"2130",1666817000.07321,"54.230.48.195","192.168.137.5",443,53966,6,2026,6307,8333,103.740006081311,64.3903486021928,39.3496574791179,18,11,247,0,0.045336,0,0.279545,6,2,573.363636363636,1,0,0,0,0,1,1,0,0,0
"2131",1666817000.07416,"54.230.48.195","192.168.137.5",443,53966,6,2026,6373,8399,106.954922065513,64.1729532393081,42.7819688262054,18,12,247,0.000947,0.045336,0,0.280492,6,2,531.083333333333,1,0,0,0,0,0,1,0,0,0
"2132",1666817000.07416,"54.230.48.195","192.168.137.5",443,53966,6,2026,6439,8465,110.519692113529,64.1727244530167,46.346967660512,18,13,247,1e-06,0.045336,0,0.280493,6,2,495.307692307692,1,0,0,0,0,0,1,0,0,0
"2133",1666817000.07725,"54.230.48.195","192.168.137.5",443,53966,6,2026,9361,11387,112.843334661593,63.4743757471463,49.3689589144471,18,14,247,0.003086,0.045336,0,0.283579,6,2,668.642857142857,1,0,0,0,0,0,1,0,0,0
"2134",1666817000.0776,"54.230.48.195","192.168.137.5",443,53966,6,2026,10855,12881,116.225011622501,63.3954608850006,52.8295507375005,18,15,247,0.000353,0.045336,0,0.283932,6,2,723.666666666667,1,0,0,0,0,1,1,0,0,0
"2135",1666817000.0776,"54.230.48.195","192.168.137.5",443,53966,6,2026,12696,14722,119.746138187043,63.3950143343171,56.3511238527263,18,16,247,2e-06,0.045336,0,0.283934,6,2,793.5,1,0,0,0,0,1,1,0,0,0
"2136",1666817000.0776,"54.230.48.195","192.168.137.5",443,53966,6,2026,12800,14826,123.268083427839,63.3950143343171,59.8730690935217,18,17,247,0,0.045336,0,0.283934,6,2,752.941176470588,1,0,0,0,0,1,1,0,0,0
"2137",1666817000.10965,"192.168.137.5","54.230.48.195",53968,443,6,1288,0,1288,59.9042729717911,59.9042729717911,0,10,0,64,0.045632,0.06524,0,0.166933,6,2,128.8,1,0,0,0,0,0,1,0,0,0
"2138",1666817000.12001,"54.230.48.195","192.168.137.5",443,53966,6,2026,12866,14892,110.314396028682,55.1571980143409,55.1571980143409,18,18,246,0.042406,0.045336,0,0.32634,6,2,714.777777777778,1,0,0,0,0,0,1,0,0,0
"2139",1666817000.12001,"54.230.48.195","192.168.137.5",443,53966,6,2026,12932,14958,113.378337383289,55.1570289972759,58.2213083860134,18,19,246,1e-06,0.045336,0,0.326341,6,2,680.631578947368,1,0,0,1,0,0,1,0,0,0
"2140",1666817000.12001,"54.230.48.195","192.168.137.5",443,53966,6,2026,12998,15024,116.442616772027,55.1570289972759,61.285587774751,18,20,246,0,0.045336,0,0.326341,6,2,649.9,1,0,0,0,0,0,1,0,0,0
"2141",1666817000.12299,"192.168.137.5","54.230.48.195",53968,443,6,1639,0,1639,61.0192432504396,61.0192432504396,0,11,0,64,0.013338,0.06524,0,0.180271,6,2,149,1,0,0,0,0,1,1,0,0,0
"2142",1666817000.13481,"54.230.48.195","192.168.137.5",443,53968,6,1639,74,1713,62.470066426504,57.2642275576286,5.20583886887533,11,1,246,0.011821,0.06524,0,0.192092,6,2,74,1,0,0,0,1,0,1,0,0,0
"2143",1666817000.16851,"192.168.137.5","54.230.48.195",53968,443,6,1705,74,1779,57.5753683716357,53.1464938815099,4.42887449012582,12,1,64,0.033699,0.06524,0,0.225791,6,2,142.083333333333,1,0,0,0,0,0,1,0,0,0
"2144",1666817000.17016,"173.255.124.25","192.168.137.207",443,52333,6,27098,11220,38318,17.3113920044755,8.70631410751397,8.60507789696148,172,170,60,0.115395,0.129722,0,19.755777,1,1,66,1,0,0,0,0,0,1,0,0,0
"2145",1666817000.17137,"192.168.137.5","54.230.48.195",53968,443,6,1771,74,1845,61.2297559119516,56.8562019182408,4.37355399371083,13,1,64,0.002856,0.06524,0,0.228647,6,2,136.230769230769,1,0,0,0,0,0,1,0,0,0
"2146",1666817000.17137,"192.168.137.5","54.230.48.195",53968,443,6,1837,74,1911,65.6024491581019,61.2289525475618,4.37349661054013,14,1,64,3e-06,0.06524,0,0.22865,6,2,131.214285714286,1,0,0,0,0,0,1,0,0,0
"2147",1666817000.17137,"192.168.137.5","54.230.48.195",53968,443,6,1903,74,1977,69.9753336948726,65.601875338943,4.37345835592954,15,1,64,2e-06,0.06524,0,0.228652,6,2,126.866666666667,1,0,0,0,0,0,1,0,0,0
"2148",1666817000.17253,"192.168.137.5","54.230.48.195",53968,443,6,1969,74,2043,73.9728650125754,69.6215200118357,4.35134500073973,16,1,64,0.001162,0.06524,0,0.229814,6,2,123.0625,1,0,0,0,0,0,1,0,0,0
"2149",1666817000.1742,"192.168.137.5","54.230.48.195",53968,443,6,2035,74,2109,77.7611695279897,73.4411045542125,4.32006497377721,17,1,64,0.001664,0.06524,0,0.231478,6,2,119.705882352941,1,0,0,0,0,0,1,0,0,0
"2150",1666817000.1742,"192.168.137.5","54.230.48.195",53968,443,6,2101,74,2175,82.0801707267551,77.7601617411364,4.32000898561869,18,1,64,3e-06,0.06524,0,0.231481,6,2,116.722222222222,1,0,0,0,0,0,1,0,0,0
"2151",1666817000.1742,"192.168.137.207","173.255.124.25",52333,443,6,27254,11220,38474,17.358456840272,8.755140038971,8.60331680130098,173,170,64,0.004044,0.129722,0,19.759821,1,1,157.537572254335,1,0,0,0,0,1,1,0,0,0
"2152",1666817000.17438,"192.168.137.5","54.230.48.195",53968,443,6,2167,74,2241,86.3330469953941,82.0163946456244,4.31665234976971,19,1,64,0.00018,0.06524,0,0.231661,6,2,114.052631578947,1,0,0,0,0,0,1,0,0,0
"2153",1666817000.17701,"54.230.48.195","192.168.137.5",443,53968,6,2167,140,2307,89.6302113565746,81.0940007511865,8.53621060538806,19,2,247,0.002635,0.06524,0,0.234296,6,2,70,1,0,0,0,0,0,1,0,0,0
"2154",1666817000.17776,"54.230.48.195","192.168.137.5",443,53968,6,2167,3062,5229,93.5986998289696,80.8352407613829,12.7634590675868,19,3,247,0.00075,0.06524,0,0.235046,6,2,1020.66666666667,1,0,0,0,0,1,1,0,0,0
"2155",1666817000.17806,"54.230.48.195","192.168.137.5",443,53968,6,2167,4556,6723,97.731773024331,80.734942933143,16.996830091188,19,4,247,0.000292,0.06524,0,0.235338,6,2,1139,1,0,0,0,0,0,1,0,0,0
"2156",1666817000.17967,"54.230.48.195","192.168.137.5",443,53968,6,2167,5759,7926,101.286763930095,80.1853547779921,21.1014091521032,19,5,247,0.001613,0.06524,0,0.236951,6,2,1151.8,1,0,0,0,0,1,1,0,0,0
"2157",1666817000.18153,"192.168.137.5","54.230.48.195",53968,443,6,2233,5759,7992,104.686171794195,83.7489374353563,20.9372343588391,20,5,64,0.001858,0.06524,0,0.238809,6,2,111.65,1,0,0,0,0,0,1,0,0,0
"2158",1666817000.18153,"192.168.137.5","54.230.48.195",53968,443,6,2299,5759,8058,108.872250975663,87.9352796341892,20.9369713414736,21,5,64,3e-06,0.06524,0,0.238812,6,2,109.47619047619,1,0,0,0,0,0,1,0,0,0
"2159",1666817000.18162,"192.168.137.5","54.230.48.195",53968,443,6,2365,5759,8124,113.014687723675,92.0860418489203,20.9286458747546,22,5,64,9.5e-05,0.06524,0,0.238907,6,2,107.5,1,0,0,0,0,0,1,0,0,0
"2160",1666817000.18163,"192.168.137.5","54.230.48.195",53968,443,6,2431,5759,8190,117.199435768431,96.2709650954966,20.928470672934,23,5,64,2e-06,0.06524,0,0.238909,6,2,105.695652173913,1,0,0,0,0,0,1,0,0,0
"2161",1666817000.18163,"192.168.137.5","54.230.48.195",53968,443,6,2497,5759,8256,121.384621824118,100.456238750994,20.9283830731238,24,5,64,1e-06,0.06524,0,0.23891,6,2,104.041666666667,1,0,0,0,0,0,1,0,0,0
"2162",1666817000.18163,"192.168.137.5","54.230.48.195",53968,443,6,2563,5759,8322,125.569247254219,104.641039378516,20.9282078757032,25,5,64,2e-06,0.06524,0,0.238912,6,2,102.52,1,0,0,0,0,0,1,0,0,0
"2163",1666817000.18374,"192.168.137.5","54.230.48.195",53968,443,6,2629,5759,8388,128.618964243928,107.873970011036,20.7449942328916,26,5,64,0.00211,0.06524,0,0.241022,6,2,101.115384615385,1,0,0,0,0,0,1,0,0,0
"2164",1666817000.18407,"192.168.137.5","54.230.48.195",53968,443,6,2695,5759,8454,132.584232420159,111.86794610451,20.7162863156499,27,5,64,0.000334,0.06524,0,0.241356,6,2,99.8148148148148,1,0,0,0,0,0,1,0,0,0
"2165",1666817000.18925,"192.168.137.5","54.230.48.195",53968,443,6,2761,5759,8520,133.859034267913,113.577362409138,20.2816718587747,28,5,64,0.005172,0.06524,0,0.246528,6,2,98.6071428571429,1,0,0,0,0,0,1,0,0,0
"2166",1666817000.19157,"192.168.137.5","54.230.48.195",53968,443,6,2827,5759,8586,136.627392988604,116.535129313809,20.0922636747947,29,5,64,0.002324,0.06524,0,0.248852,6,2,97.4827586206897,1,0,0,0,0,0,1,0,0,0
"2167",1666817000.19157,"192.168.137.5","54.230.48.195",53968,443,6,2893,5759,8652,140.644150207952,120.552128749673,20.0920214582789,30,5,64,3e-06,0.06524,0,0.248855,6,2,96.4333333333333,1,0,0,0,0,0,1,0,0,0
"2168",1666817000.19274,"192.168.137.5","54.230.48.195",53968,443,6,2959,5759,8718,143.986753218704,123.988593049439,19.9981601692644,31,5,64,0.001168,0.06524,0,0.250023,6,2,95.4516129032258,1,0,0,0,0,0,1,0,0,0
"2169",1666817000.19441,"3.141.212.7","192.168.137.9",443,60198,6,13822,3732,17554,4.95342976250729,3.14749182825984,1.80593793424745,61,35,236,0.148258,0.961966,0,19.380511,2,2,106.628571428571,1,0,0,0,0,1,1,0,0,0
"2170",1666817000.20029,"192.168.137.5","54.230.48.195",53968,443,6,3025,5759,8784,143.648596708506,124.236624180329,19.4119725281765,32,5,64,0.00755,0.06524,0,0.257573,6,2,94.53125,1,0,0,0,0,0,1,0,0,0
"2171",1666817000.20543,"192.168.137.5","54.230.48.195",53968,443,6,3091,5759,8850,144.647839608385,125.615229133598,19.0326104747875,33,5,64,0.005134,0.06524,0,0.262707,6,2,93.6666666666667,1,0,0,0,0,0,1,0,0,0
"2172",1666817000.20543,"192.168.137.5","54.230.48.195",53968,443,6,3157,5759,8916,148.452666438278,129.420273305165,19.0323931331126,34,5,64,3e-06,0.06524,0,0.26271,6,2,92.8529411764706,1,0,0,0,0,0,1,0,0,0
"2173",1666817000.20543,"192.168.137.5","54.230.48.195",53968,443,6,3223,5759,8982,152.258565495925,133.226244808935,19.0323206869906,35,5,64,1e-06,0.06524,0,0.262711,6,2,92.0857142857143,1,0,0,0,0,0,1,0,0,0
"2174",1666817000.20543,"192.168.137.5","54.230.48.195",53968,443,6,3289,5759,9048,156.063841530491,137.03166573409,19.0321757964014,36,5,64,2e-06,0.06524,0,0.262713,6,2,91.3611111111111,1,0,0,0,0,0,1,0,0,0
"2175",1666817000.20543,"192.168.137.5","54.230.48.195",53968,443,6,3355,5759,9114,159.869668156246,140.837564804312,19.032103351934,37,5,64,1e-06,0.06524,0,0.262714,6,2,90.6756756756757,1,0,0,0,0,0,1,0,0,0
"2176",1666817000.20543,"192.168.137.5","54.230.48.195",53968,443,6,3421,5759,9180,163.675465808956,144.643434900938,19.0320309080182,38,5,64,1e-06,0.06524,0,0.262715,6,2,90.0263157894737,1,0,0,0,0,0,1,0,0,0
"2177",1666817000.20543,"192.168.137.5","54.230.48.195",53968,443,6,3487,5759,9246,167.481234488954,148.4492760243,19.0319584646538,39,5,64,1e-06,0.06524,0,0.262716,6,2,89.4102564102564,1,0,0,0,0,0,1,0,0,0
"2178",1666817000.20544,"192.168.137.5","54.230.48.195",53968,443,6,3553,5759,9312,171.286974196569,152.255088174728,19.031886021841,40,5,64,1e-06,0.06524,0,0.262717,6,2,88.825,1,0,0,0,0,0,1,0,0,0
"2179",1666817000.20546,"192.168.137.5","54.230.48.195",53968,443,6,3619,5759,9378,175.080022988768,156.04958570738,19.0304372813879,41,5,64,2e-05,0.06524,0,0.262737,6,2,88.2682926829268,1,0,0,0,0,0,1,0,0,0
"2180",1666817000.20546,"192.168.137.5","54.230.48.195",53968,443,6,3685,5759,9444,178.885429591456,159.855064741301,19.0303648501549,42,5,64,1e-06,0.06524,0,0.262738,6,2,87.7380952380952,1,0,0,0,0,0,1,0,0,0
"2181",1666817000.21307,"54.230.48.195","192.168.137.5",443,53968,6,3685,5825,9510,177.544339849457,155.351297368275,22.1930424811822,42,6,247,0.007617,0.06524,0,0.270355,6,2,970.833333333333,1,0,0,0,0,0,1,0,0,0
"2182",1666817000.21398,"54.230.48.195","192.168.137.5",443,53968,6,3685,5942,9627,180.637835884996,154.832430758568,25.8054051264281,42,7,247,0.000906,0.06524,0,0.271261,6,2,848.857142857143,1,0,0,0,0,1,1,0,0,0
"2183",1666817000.2194,"192.168.137.5","54.230.48.195",53968,443,6,3751,5942,9693,180.715488763111,155.415320336275,25.3001684268355,43,7,64,0.005417,0.06524,0,0.276678,6,2,87.2325581395349,1,0,0,0,0,0,1,0,0,0
"2184",1666817000.2194,"192.168.137.5","54.230.48.195",53968,443,6,3817,5942,9759,184.327799885066,159.027905783194,25.2998941018718,44,7,64,3e-06,0.06524,0,0.276681,6,2,86.75,1,0,0,0,0,0,1,0,0,0
"2185",1666817000.2194,"192.168.137.5","54.230.48.195",53968,443,6,3883,5942,9825,187.940711933874,162.641000712006,25.2997112218676,45,7,64,2e-06,0.06524,0,0.276683,6,2,86.2888888888889,1,0,0,0,0,0,1,0,0,0
"2186",1666817000.2194,"192.168.137.5","54.167.177.211",43848,443,6,1652,2602,4254,9.85678844602423,5.30750147093612,4.5492869750881,7,6,64,0.248493,0.40643,0,1.318888,6,1,236,1,0,0,0,0,0,1,0,0,0
"2187",1666817000.2194,"192.168.137.5","54.167.177.211",43848,443,6,1718,2602,4320,10.6149948934292,6.06571136767385,4.54928352575539,8,6,64,1e-06,0.40643,0,1.318889,6,1,214.75,1,0,0,0,0,0,1,0,0,0
"2188",1666817000.2194,"192.168.137.5","54.230.48.195",53968,443,6,3949,5942,9891,191.552879437341,166.253442530522,25.2994369068186,46,7,64,3e-06,0.06524,0,0.276686,6,2,85.8478260869565,1,0,0,0,0,0,1,0,0,0
"2189",1666817000.2194,"192.168.137.5","54.230.48.195",53968,443,6,4015,5942,9957,195.166379338386,169.867033868595,25.2993454697908,47,7,64,1e-06,0.06524,0,0.276687,6,2,85.4255319148936,1,0,0,0,0,0,1,0,0,0
"2190",1666817000.21941,"192.168.137.5","54.230.48.195",53968,443,6,4081,5942,10023,198.779134696356,173.479972098638,25.299162597718,48,7,64,2e-06,0.06524,0,0.276689,6,2,85.0208333333333,1,0,0,0,0,0,1,0,0,0
"2191",1666817000.21943,"192.168.137.5","54.230.48.195",53968,443,6,4147,5942,10089,202.375015358818,177.078138438966,25.2968769198523,49,7,64,2.5e-05,0.06524,0,0.276714,6,2,84.6326530612245,1,0,0,0,0,0,1,0,0,0
"2192",1666817000.21943,"192.168.137.5","54.230.48.195",53968,443,6,4213,5942,10155,205.988110510814,180.691325009486,25.2967855013281,50,7,64,1e-06,0.06524,0,0.276715,6,2,84.26,1,0,0,0,0,0,1,0,0,0
"2193",1666817000.21943,"192.168.137.5","54.230.48.195",53968,443,6,4279,5942,10221,209.601179548707,184.304485465242,25.2966940834646,51,7,64,1e-06,0.06524,0,0.276716,6,2,83.9019607843137,1,0,0,0,0,0,1,0,0,0
"2194",1666817000.21944,"192.168.137.5","54.230.48.195",53968,443,6,4345,5942,10287,213.213451961925,187.916940712205,25.2965112497199,52,7,64,2e-06,0.06524,0,0.276718,6,2,83.5576923076923,1,0,0,0,0,0,1,0,0,0
"2195",1666817000.21944,"192.168.137.5","54.230.48.195",53968,443,6,4411,5942,10353,216.826455718617,191.530035884778,25.2964198338387,53,7,64,1e-06,0.06524,0,0.276719,6,2,83.2264150943396,1,0,0,0,0,0,1,0,0,0
"2196",1666817000.21944,"192.168.137.5","54.230.48.195",53968,443,6,4477,5942,10419,220.439433362243,195.143104943625,25.2963284186181,54,7,64,1e-06,0.06524,0,0.27672,6,2,82.9074074074074,1,0,0,0,0,0,1,0,0,0
"2197",1666817000.21944,"192.168.137.5","54.230.48.195",53968,443,6,4543,5942,10485,224.052384893087,198.756147889029,25.2962370040582,55,7,64,1e-06,0.06524,0,0.276721,6,2,82.6,1,0,0,0,0,0,1,0,0,0
"2198",1666817000.21944,"192.168.137.5","54.230.48.195",53968,443,6,4609,5942,10551,227.665310311432,202.369164721273,25.2961455901591,56,7,64,1e-06,0.06524,0,0.276722,6,2,82.3035714285714,1,0,0,0,0,0,1,0,0,0
"2199",1666817000.23293,"54.230.48.195","192.168.137.5",443,53968,6,4609,6008,10617,220.531480868894,192.965045760282,27.5664351086118,56,8,247,0.013486,0.06524,0,0.290208,6,2,751,1,0,0,0,0,0,1,0,0,0
"2200",1666817000.24387,"192.168.137.5","54.230.48.195",53968,443,6,4675,6008,10683,215.836415920094,189.271933960698,26.5644819593962,57,8,64,0.010946,0.06524,0,0.301154,6,2,82.0175438596491,1,0,0,0,0,0,1,0,0,0
"2201",1666817000.24388,"192.168.137.5","54.230.48.195",53968,443,6,4741,6008,10749,219.154793014939,192.590575679795,26.5642173351441,58,8,64,3e-06,0.06524,0,0.301157,6,2,81.7413793103448,1,0,0,0,0,0,1,0,0,0
"2202",1666817000.24388,"192.168.137.5","54.230.48.195",53968,443,6,4807,6008,10815,222.473842720955,195.90980179905,26.564040921905,59,8,64,2e-06,0.06524,0,0.301159,6,2,81.4745762711864,1,0,0,0,0,0,1,0,0,0
"2203",1666817000.24388,"192.168.137.5","54.230.48.195",53968,443,6,4873,6008,10881,225.793598087395,199.229645371231,26.5639527161642,60,8,64,1e-06,0.06524,0,0.30116,6,2,81.2166666666667,1,0,0,0,0,0,1,0,0,0
"2204",1666817000.24388,"192.168.137.5","54.230.48.195",53968,443,6,4939,6008,10947,229.113331407453,202.549466896444,26.5638645110091,61,8,64,1e-06,0.06524,0,0.301161,6,2,80.9672131147541,1,0,0,0,0,0,1,0,0,0
"2205",1666817000.24388,"192.168.137.5","54.230.48.195",53968,443,6,5005,6008,11013,232.433042681348,205.869266374908,26.5637763064397,62,8,64,1e-06,0.06524,0,0.301162,6,2,80.7258064516129,1,0,0,0,0,0,1,0,0,0
"2206",1666817000.24388,"192.168.137.5","54.230.48.195",53968,443,6,5071,6008,11079,235.752731909298,209.189043806842,26.5636881024561,63,8,64,1e-06,0.06524,0,0.301163,6,2,80.4920634920635,1,0,0,0,0,0,1,0,0,0
"2207",1666817000.24388,"192.168.137.5","54.230.48.195",53968,443,6,5137,6008,11145,239.072399091525,212.508799192467,26.5635998990583,64,8,64,1e-06,0.06524,0,0.301164,6,2,80.265625,1,0,0,0,0,0,1,0,0,0
"2208",1666817000.24787,"192.168.137.5","54.230.48.195",53968,443,6,5203,6008,11211,239.228177802247,213.011391193781,26.2167866084654,65,8,64,0.003984,0.06524,0,0.305148,6,2,80.0461538461538,1,0,0,0,0,0,1,0,0,0
"2209",1666817000.24787,"192.168.137.5","54.230.48.195",53968,443,6,5269,6008,11277,242.502892010841,216.286363144804,26.2165288660368,66,8,64,3e-06,0.06524,0,0.305151,6,2,79.8333333333333,1,0,0,0,0,0,1,0,0,0
"2210",1666817000.24787,"192.168.137.5","54.230.48.195",53968,443,6,5335,6008,11343,245.779152684564,219.562709731544,26.2164429530201,67,8,64,1e-06,0.06524,0,0.305152,6,2,79.6268656716418,1,0,0,0,0,0,1,0,0,0
"2211",1666817000.24787,"192.168.137.5","54.230.48.195",53968,443,6,5401,6008,11409,249.055391885382,222.839034844816,26.2163570405665,68,8,64,1e-06,0.06524,0,0.305153,6,2,79.4264705882353,1,0,0,0,0,0,1,0,0,0
"2212",1666817000.24787,"192.168.137.5","54.230.48.195",53968,443,6,5467,6008,11475,252.33078271698,226.114597499631,26.2161852173486,69,8,64,2e-06,0.06524,0,0.305155,6,2,79.231884057971,1,0,0,0,0,0,1,0,0,0
"2213",1666817000.24787,"192.168.137.5","54.230.48.195",53968,443,6,5533,6008,11541,255.606968239196,229.390868932612,26.2160993065842,70,8,64,1e-06,0.06524,0,0.305156,6,2,79.0428571428571,1,0,0,0,0,0,1,0,0,0
"2214",1666817000.24787,"192.168.137.5","54.230.48.195",53968,443,6,5599,6008,11607,258.883132289281,232.667118892898,26.2160133963828,71,8,64,1e-06,0.06524,0,0.305157,6,2,78.8591549295775,1,0,0,0,0,0,1,0,0,0
"2215",1666817000.24788,"192.168.137.5","54.230.48.195",53968,443,6,5665,6008,11673,262.159274867446,235.943347380701,26.2159274867446,72,8,64,1e-06,0.06524,0,0.305158,6,2,78.6805555555556,1,0,0,0,0,0,1,0,0,0
"2216",1666817000.24987,"54.230.48.195","192.168.137.5",443,53968,6,5665,7708,13373,263.712221596403,234.410863641247,29.3013579551559,72,9,247,0.001995,0.06524,0,0.307153,6,2,856.444444444444,1,0,0,0,0,1,1,0,0,0
"2217",1666817000.25244,"192.168.137.150","3.217.147.217",62365,443,6,244,178,422,0.736396871962823,0.441838123177694,0.294558748785129,3,2,64,6.606905,6.606905,0,6.789817,28,1,81.3333333333333,1,0,0,0,0,0,1,0,0,0
"2218",1666817000.25658,"192.168.137.5","54.230.48.195",53968,443,6,5731,7708,13439,261.264648344156,232.589260111261,28.6753882328951,73,9,64,0.006705,0.06524,0,0.313858,6,2,78.5068493150685,1,0,0,0,0,0,1,0,0,0
"2219",1666817000.25658,"192.168.137.5","54.230.48.195",53968,443,6,5797,7708,13505,264.448274873272,235.773160730387,28.6751141428849,74,9,64,3e-06,0.06524,0,0.313861,6,2,78.3378378378378,1,0,0,0,0,0,1,0,0,0
"2220",1666817000.25658,"192.168.137.5","54.230.48.195",53968,443,6,5863,7708,13571,267.632693245142,238.95776182602,28.6749314191224,75,9,64,2e-06,0.06524,0,0.313863,6,2,78.1733333333333,1,0,0,0,0,0,1,0,0,0
"2221",1666817000.25658,"192.168.137.5","54.230.48.195",53968,443,6,5929,7708,13637,270.817933882191,242.143093824077,28.6748400581143,76,9,64,1e-06,0.06524,0,0.313864,6,2,78.0131578947368,1,0,0,0,0,0,1,0,0,0
"2222",1666817000.25658,"192.168.137.5","54.230.48.195",53968,443,6,5995,7708,13703,274.003154222357,245.328405524668,28.6747486976885,77,9,64,1e-06,0.06524,0,0.313865,6,2,77.8571428571429,1,0,0,0,0,0,1,0,0,0
"2223",1666817000.25658,"192.168.137.5","54.230.48.195",53968,443,6,6061,7708,13769,277.188354265833,248.513696927988,28.6746573378448,78,9,64,1e-06,0.06524,0,0.313866,6,2,77.7051282051282,1,0,0,0,0,0,1,0,0,0
"2224",1666817000.25658,"192.168.137.5","54.230.48.195",53968,443,6,6127,7708,13835,280.373534012814,251.698968034231,28.6745659785833,79,9,64,1e-06,0.06524,0,0.313867,6,2,77.5569620253165,1,0,0,0,0,0,1,0,0,0
